pandal_id,idol_height,idol_width,estimated_weight,idol_type
1501,14.9,6.5,901,Eco-Friendly
1502,11.3,4.9,520,Eco-Friendly
1503,22.6,10.3,2446,POP
1504,16.3,7.5,1277,Synthetic
1505,6.5,3.2,174,Eco-Friendly
1506,17.5,7.8,1252,Eco-Friendly
1507,16.7,7.4,1339,Clay
1508,16.0,7.0,1048,Eco-Friendly
1509,24.5,10.9,2440,Eco-Friendly
1510,5.0,2.5,120,Clay
1511,19.2,8.4,1775,Clay
1512,14.2,6.3,823,Eco-Friendly
1513,14.8,6.8,890,Eco-Friendly
1514,17.8,7.8,1528,POP
1515,4.7,2.0,104,Clay
1516,21.3,9.5,1847,Eco-Friendly
1517,22.2,10.0,2011,Eco-Friendly
1518,19.1,8.5,1748,POP
1519,30.8,13.8,3868,Eco-Friendly
1520,8.9,3.8,320,Eco-Friendly
1521,31.5,14.3,4754,Synthetic
1522,16.0,7.4,1235,Clay
1523,7.7,3.7,285,Clay
1524,22.7,10.2,2093,Eco-Friendly
1525,21.5,9.6,2225,Synthetic
1526,5.1,2.5,105,Eco-Friendly
1527,22.1,10.0,2352,Clay
1528,11.7,5.1,556,Eco-Friendly
1529,7.9,3.6,253,Eco-Friendly
1530,5.0,2.3,119,Clay
1531,23.1,10.6,2568,POP
1532,12.0,5.2,692,POP
1533,8.6,4.1,352,POP
1534,14.6,6.5,1024,POP
1535,26.9,11.9,3479,POP
1536,14.6,6.5,867,Eco-Friendly
1537,9.2,4.3,404,Synthetic
1538,12.9,5.8,802,Clay
1539,36.0,16.0,6212,POP
1540,14.3,6.5,982,POP
1541,10.1,4.4,414,Eco-Friendly
1542,21.8,9.8,2289,POP
1543,12.8,5.7,668,Eco-Friendly
1544,38.0,16.9,5904,Eco-Friendly
1545,7.0,3.3,197,Eco-Friendly
1546,35.6,15.8,6100,Clay
1547,17.2,7.8,1414,Synthetic
1548,4.4,1.9,77,Eco-Friendly
1549,11.4,5.2,529,Eco-Friendly
1550,34.2,15.4,4783,Eco-Friendly
1551,11.3,5.0,519,Eco-Friendly
1552,21.7,9.6,2251,Clay
1553,7.3,3.5,253,Clay
1554,15.4,7.2,1131,POP
1555,28.5,12.9,3896,Clay
1556,13.8,6.0,918,POP
1557,12.2,5.7,717,Synthetic
1558,17.3,7.6,1428,Clay
1559,15.4,7.2,1138,Clay
1560,12.6,5.7,642,Eco-Friendly
1561,32.8,14.7,5169,Clay
1562,14.1,6.3,810,Eco-Friendly
1563,6.0,2.6,171,POP
1564,23.8,11.0,2727,POP
1565,6.3,3.0,160,Eco-Friendly
1566,14.1,6.6,950,Clay
1567,4.5,1.8,97,Clay
1568,17.5,8.1,1476,Clay
1569,25.0,10.9,2540,Eco-Friendly
1570,5.4,2.4,137,POP
1571,10.6,4.8,537,Clay
1572,13.5,6.2,746,Eco-Friendly
1573,5.0,2.0,102,Eco-Friendly
1574,11.2,5.0,510,Eco-Friendly
1575,10.8,4.8,478,Eco-Friendly
1576,31.3,14.2,4693,Synthetic
1577,17.5,8.1,1474,POP
1578,11.5,5.4,635,Clay
1579,27.8,12.5,3717,Clay
1580,25.4,11.5,2637,Eco-Friendly
1581,66.8,30.3,18218,Eco-Friendly
1582,4.4,2.2,91,POP
1583,25.1,11.1,3030,Clay
1584,6.5,3.1,173,Eco-Friendly
1585,8.8,4.0,375,POP
1586,37.4,16.9,6703,Clay
1587,35.9,16.4,5250,Eco-Friendly
1588,10.6,4.6,541,POP
1589,10.2,4.8,498,POP
1590,21.2,9.5,1841,Eco-Friendly
1591,23.9,11.0,2737,Clay
1592,4.2,2.1,84,Synthetic
1593,20.7,9.1,2048,POP
1594,10.6,4.6,540,Clay
1595,11.4,5.2,532,Eco-Friendly
1596,23.8,11.0,2316,Eco-Friendly
1597,8.2,3.6,272,Eco-Friendly
1598,12.8,5.8,670,Eco-Friendly
1599,13.5,5.8,868,POP
1600,7.0,3.3,235,POP
1601,12.5,5.3,749,POP
1602,5.3,2.5,113,Eco-Friendly
1603,5.7,2.7,130,Eco-Friendly
1604,32.9,14.8,5200,Clay
1605,5.2,2.2,128,Synthetic
1606,21.1,9.5,1824,Eco-Friendly
1607,4.7,2.2,105,POP
1608,9.0,4.3,387,Clay
1609,26.9,12.4,3481,POP
1610,28.5,12.5,3900,Clay
1611,8.2,3.6,276,Eco-Friendly
1612,6.8,2.8,220,POP
1613,4.7,1.9,106,Clay
1614,11.0,5.1,575,Clay
1615,4.6,1.8,100,POP
1616,20.6,9.3,2044,POP
1617,6.4,2.7,197,POP
1618,30.7,13.8,3835,Eco-Friendly
1619,6.6,2.8,212,POP
1620,7.0,3.0,234,POP
1621,8.1,3.4,315,Clay
1622,24.8,11.2,2958,POP
1623,6.9,3.1,226,POP
1624,24.2,10.7,2819,POP
1625,14.3,6.4,978,Clay
1626,25.2,11.6,3047,Clay
1627,11.5,5.3,539,Eco-Friendly
1628,11.0,5.0,581,POP
1629,35.2,15.7,5059,Eco-Friendly
1630,21.7,9.7,1921,Eco-Friendly
1631,7.4,3.2,224,Eco-Friendly
1632,12.3,5.5,726,Clay
1633,5.0,2.5,120,Synthetic
1634,14.7,6.6,1033,POP
1635,14.0,6.6,799,Eco-Friendly
1636,10.8,4.7,563,POP
1637,9.1,4.1,398,POP
1638,5.9,2.6,141,Eco-Friendly
1639,19.6,9.0,1852,POP
1640,15.3,7.1,958,Eco-Friendly
1641,7.2,3.1,246,Clay
1642,6.6,3.2,211,Clay
1643,12.0,5.4,589,Eco-Friendly
1644,5.4,2.3,118,Eco-Friendly
1645,22.5,10.0,2428,POP
1646,59.6,26.8,17058,POP
1647,13.2,5.7,839,Clay
1648,37.3,16.6,5688,Eco-Friendly
1649,33.6,15.3,4596,Eco-Friendly
1650,6.0,2.9,170,POP
1651,10.9,4.9,485,Eco-Friendly
1652,37.0,16.4,6587,Synthetic
1653,13.7,5.9,897,POP
1654,53.0,23.9,13466,POP
1655,4.5,1.8,96,Clay
1656,9.2,3.9,410,Synthetic
1657,4.4,2.1,79,Eco-Friendly
1658,18.2,8.5,1357,Eco-Friendly
1659,11.6,5.3,545,Eco-Friendly
1660,36.2,16.1,5344,Eco-Friendly
1661,6.5,3.1,202,Synthetic
1662,15.6,7.1,997,Eco-Friendly
1663,38.7,17.6,7191,Synthetic
1664,7.5,3.3,230,Eco-Friendly
1665,8.9,3.7,380,POP
1666,7.6,3.7,275,POP
1667,20.2,8.9,1951,Synthetic
1668,9.9,4.6,469,POP
1669,5.2,2.3,111,Eco-Friendly
1670,13.5,6.3,880,POP
1671,12.3,5.6,721,Synthetic
1672,10.0,4.6,484,POP
1673,26.4,12.1,3354,Clay
1674,26.4,12.0,2839,Eco-Friendly
1675,59.1,26.4,16765,POP
1676,7.2,3.1,249,POP
1677,23.0,10.3,2160,Eco-Friendly
1678,4.9,2.2,115,POP
1679,5.0,2.0,119,POP
1680,23.6,10.5,2662,Synthetic
1681,24.4,11.2,2432,Eco-Friendly
1682,22.1,9.7,2339,POP
1683,16.1,7.4,1248,Synthetic
1684,19.0,8.4,1468,Eco-Friendly
1685,12.4,5.4,740,Synthetic
1686,4.1,1.8,67,Eco-Friendly
1687,9.7,4.1,450,POP
1688,13.8,6.1,918,POP
1689,18.1,7.9,1342,Eco-Friendly
1690,19.5,8.8,1821,Clay
1691,23.8,10.9,2728,Clay
1692,20.3,9.4,1684,Eco-Friendly
1693,16.1,7.1,1249,POP
1694,4.2,2.1,84,POP
1695,45.9,20.7,10123,POP
1696,14.8,6.8,1053,Clay
1697,10.2,4.8,498,Clay
1698,12.4,5.4,738,POP
1699,7.7,3.7,243,Eco-Friendly
1700,11.9,5.4,682,POP
1701,30.9,14.2,4596,Clay
1702,31.2,14.0,3979,Eco-Friendly
1703,8.2,3.6,319,Synthetic
1704,33.0,15.1,4446,Eco-Friendly
1705,11.5,5.4,538,Eco-Friendly
1706,7.9,3.3,295,Clay
1707,15.9,6.9,1215,POP
1708,9.4,4.4,420,POP
1709,12.6,5.9,763,Synthetic
1710,8.4,4.0,287,Eco-Friendly
1711,27.2,12.0,3022,Eco-Friendly
1712,18.6,8.6,1418,Eco-Friendly
1713,18.8,8.3,1692,POP
1714,15.7,6.9,1176,Clay
1715,10.8,5.0,564,Clay
1716,23.9,10.6,2751,POP
1717,22.3,10.0,2031,Eco-Friendly
1718,5.2,2.5,128,POP
1719,24.0,10.7,2759,Clay
1720,7.0,3.1,202,Eco-Friendly
1721,37.0,16.7,5570,Eco-Friendly
1722,24.1,10.6,2368,Eco-Friendly
1723,20.6,9.2,1733,Eco-Friendly
1724,12.1,5.7,706,POP
1725,8.1,3.7,312,Clay
1726,9.3,3.9,350,Eco-Friendly
1727,16.8,7.7,1156,Eco-Friendly
1728,21.0,9.5,2110,Clay
1729,18.4,8.1,1384,Eco-Friendly
1730,6.6,2.8,176,Eco-Friendly
1731,15.3,6.8,1118,Synthetic
1732,7.2,3.4,213,Eco-Friendly
1733,32.8,15.0,5151,POP
1734,6.1,2.9,177,POP
1735,15.3,7.1,1121,POP
1736,28.6,12.6,3927,Clay
1737,10.4,4.6,515,Clay
1738,4.1,1.9,68,Eco-Friendly
1739,8.6,3.7,297,Eco-Friendly
1740,5.4,2.4,138,POP
1741,4.5,2.3,97,POP
1742,16.8,7.5,1147,Eco-Friendly
1743,31.9,14.6,4895,Clay
1744,33.6,14.9,4615,Eco-Friendly
1745,39.5,17.9,7497,POP
1746,26.5,11.9,3363,Synthetic
1747,11.8,5.1,571,Eco-Friendly
1748,11.3,5.1,612,Synthetic
1749,4.9,2.2,116,Clay
1750,63.7,28.7,16552,Eco-Friendly
1751,12.8,5.8,789,Clay
1752,16.7,7.4,1339,Clay
1753,10.3,4.7,430,Eco-Friendly
1754,12.9,5.7,801,Clay
1755,15.9,7.4,1212,POP
1756,31.2,14.3,4686,Synthetic
1757,23.5,10.8,2252,Eco-Friendly
1758,4.0,1.7,77,Clay
1759,18.4,8.6,1632,POP
1760,8.3,3.9,333,Clay
1761,10.6,4.8,544,POP
1762,16.3,7.2,1083,Eco-Friendly
1763,23.7,10.4,2699,POP
1764,14.0,6.6,803,Eco-Friendly
1765,13.1,6.0,698,Eco-Friendly
1766,19.2,8.4,1762,POP
1767,18.1,8.0,1336,Eco-Friendly
1768,36.0,16.4,6207,Synthetic
1769,7.4,3.1,260,POP
1770,13.6,6.4,757,Eco-Friendly
1771,21.1,9.8,1818,Eco-Friendly
1772,19.4,8.5,1813,POP
1773,11.7,5.4,554,Eco-Friendly
1774,9.7,4.6,454,Synthetic
1775,27.1,12.3,2985,Eco-Friendly
1776,13.7,5.9,897,Clay
1777,10.0,4.4,481,Clay
1778,38.0,17.1,6944,POP
1779,6.8,3.2,186,Eco-Friendly
1780,48.6,21.7,11355,POP
1781,8.3,3.5,333,Clay
1782,5.8,2.8,163,Clay
1783,12.6,5.4,765,Clay
1784,36.7,16.6,6472,POP
1785,6.2,3.0,186,Clay
1786,7.6,3.4,273,POP
1787,13.6,6.2,757,Eco-Friendly
1788,13.6,6.3,756,Eco-Friendly
1789,5.4,2.2,119,Eco-Friendly
1790,4.3,2.0,87,POP
1791,19.2,8.9,1768,POP
1792,4.3,1.9,75,Eco-Friendly
1793,16.7,7.4,1144,Eco-Friendly
1794,6.7,2.8,183,Eco-Friendly
1795,10.2,4.3,423,Eco-Friendly
1796,7.1,3.4,242,Clay
1797,15.1,6.7,1093,Synthetic
1798,6.1,2.7,179,Clay
1799,38.8,17.7,7233,POP
1800,12.8,5.6,787,POP
1801,5.7,2.6,155,Synthetic
1802,36.4,16.4,6354,POP
1803,33.7,15.5,5462,POP
1804,17.8,8.2,1287,Eco-Friendly
1805,47.2,21.5,10694,Clay
1806,7.2,3.4,251,Clay
1807,30.4,13.6,4427,Clay
1808,20.4,9.1,1990,Clay
1809,4.9,2.0,113,Clay
1810,16.1,7.2,1247,Clay
1811,23.8,10.7,2719,Clay
1812,7.7,3.8,243,Eco-Friendly
1813,17.5,8.1,1473,Synthetic
1814,6.2,2.5,155,Eco-Friendly
1815,6.8,3.1,190,Eco-Friendly
1816,24.9,11.4,2523,Eco-Friendly
1817,5.3,2.1,112,Eco-Friendly
1818,8.2,3.9,272,Eco-Friendly
1819,12.2,5.8,719,Clay
1820,14.5,6.7,856,Eco-Friendly
1821,55.1,25.0,14590,Clay
1822,12.5,5.6,745,POP
1823,14.2,6.6,971,Clay
1824,24.0,11.0,2766,POP
1825,18.9,8.7,1711,POP
1826,4.9,2.3,113,Clay
1827,9.8,4.4,388,Eco-Friendly
1828,11.1,4.8,595,Clay
1829,9.6,4.5,378,Eco-Friendly
1830,8.7,3.7,310,Eco-Friendly
1831,4.8,2.3,110,POP
1832,46.9,21.0,8979,Eco-Friendly
1833,8.8,4.1,315,Eco-Friendly
1834,7.2,3.0,209,Eco-Friendly
1835,23.5,10.6,2245,Eco-Friendly
1836,8.9,4.3,321,Eco-Friendly
1837,18.5,8.5,1398,Eco-Friendly
1838,33.5,15.1,5385,Clay
1839,4.5,1.9,95,Synthetic
1840,18.6,8.2,1405,Eco-Friendly
1841,4.5,2.0,97,POP
1842,39.9,18.1,7634,POP
1843,32.8,14.6,5173,POP
1844,4.1,1.9,69,Eco-Friendly
1845,30.4,13.7,3759,Eco-Friendly
1846,4.5,1.8,97,POP
1847,10.7,4.8,549,POP
1848,19.1,8.7,1752,Clay
1849,18.1,8.0,1570,POP
1850,12.0,5.6,588,Eco-Friendly
1851,26.9,11.9,3471,Clay
1852,15.4,7.2,1145,Clay
1853,14.4,6.5,1001,Synthetic
1854,16.0,7.2,1050,Eco-Friendly
1855,6.5,2.6,200,POP
1856,53.6,24.2,13770,POP
1857,6.7,2.7,214,Synthetic
1858,36.9,16.9,5555,Eco-Friendly
1859,19.4,8.5,1539,Eco-Friendly
1860,25.1,11.0,3026,Clay
1861,30.9,13.7,4592,POP
1862,20.0,8.7,1925,Synthetic
1863,51.0,23.2,12461,POP
1864,6.1,3.0,180,POP
1865,14.9,6.8,1066,POP
1866,25.3,11.6,2609,Eco-Friendly
1867,11.1,5.0,592,Clay
1868,12.6,5.7,758,POP
1869,65.4,29.4,17462,Eco-Friendly
1870,4.7,2.2,105,POP
1871,12.8,5.7,787,POP
1872,23.6,10.9,2278,Eco-Friendly
1873,13.8,6.5,911,Clay
1874,16.7,7.7,1338,POP
1875,21.4,9.9,2208,POP
1876,27.9,12.6,3731,POP
1877,6.4,3.0,194,Clay
1878,12.7,5.8,663,Eco-Friendly
1879,12.9,5.9,793,POP
1880,7.0,3.2,236,POP
1881,30.6,13.9,4495,POP
1882,19.6,8.9,1841,POP
1883,10.1,4.5,413,Eco-Friendly
1884,24.3,11.2,2838,Clay
1885,34.0,15.3,5542,Clay
1886,12.1,5.3,592,Eco-Friendly
1887,7.7,3.2,281,POP
1888,25.6,11.6,2669,Eco-Friendly
1889,10.1,4.6,419,Eco-Friendly
1890,18.7,8.2,1423,Eco-Friendly
1891,10.5,4.9,533,Clay
1892,6.8,3.1,222,Synthetic
1893,31.4,14.1,4724,POP
1894,11.0,5.3,583,Synthetic
1895,6.3,3.1,190,POP
1896,10.1,4.6,486,Synthetic
1897,27.7,12.6,3123,Eco-Friendly
1898,44.0,20.0,9273,POP
1899,34.9,15.9,5847,POP
1900,22.2,9.8,2015,Eco-Friendly
1901,13.2,5.9,840,POP
1902,7.9,3.4,301,POP
1903,8.7,4.0,364,POP
1904,17.9,7.8,1536,Synthetic
1905,55.7,24.9,12648,Eco-Friendly
1906,10.0,4.3,483,POP
1907,17.7,8.1,1496,POP
1908,29.9,13.4,4287,POP
1909,11.9,5.2,572,Eco-Friendly
1910,14.3,6.4,976,Synthetic
1911,6.8,3.3,186,Eco-Friendly
1912,20.2,9.0,1960,POP
1913,19.8,9.1,1591,Eco-Friendly
1914,28.0,12.9,3756,Clay
1915,5.7,2.6,130,Eco-Friendly
1916,11.8,5.3,567,Eco-Friendly
1917,18.1,8.2,1337,Eco-Friendly
1918,5.6,2.8,150,POP
1919,4.9,2.2,96,Eco-Friendly
1920,17.7,7.8,1279,Eco-Friendly
1921,26.8,11.9,2940,Eco-Friendly
1922,15.1,6.5,928,Eco-Friendly
1923,12.7,5.9,778,POP
1924,7.8,3.7,293,Synthetic
1925,13.9,6.0,922,POP
1926,6.0,2.7,174,POP
1927,11.3,5.4,523,Eco-Friendly
1928,7.7,3.4,242,Eco-Friendly
1929,4.3,1.9,73,Eco-Friendly
1930,31.8,14.1,4845,POP
1931,33.8,15.1,5496,POP
1932,11.6,5.2,552,Eco-Friendly
1933,8.9,4.2,376,Clay
1934,8.1,3.4,317,Clay
1935,4.1,2.0,79,Clay
1936,11.1,4.8,505,Eco-Friendly
1937,15.4,7.0,969,Eco-Friendly
1938,37.1,16.9,5617,Eco-Friendly
1939,32.7,14.8,5124,POP
1940,36.8,16.6,6498,Synthetic
1941,18.1,8.2,1572,POP
1942,7.2,3.5,251,POP
1943,15.8,7.1,1197,Synthetic
1944,23.5,10.7,2642,POP
1945,6.5,3.1,203,Synthetic
1946,12.7,5.8,655,Eco-Friendly
1947,8.7,3.8,362,Clay
1948,15.6,6.8,1174,POP
1949,4.7,2.0,88,Eco-Friendly
1950,6.2,3.0,185,POP
1951,21.5,9.8,1882,Eco-Friendly
1952,11.0,4.8,580,Synthetic
1953,4.7,2.4,90,Eco-Friendly
1954,19.4,8.9,1536,Eco-Friendly
1955,4.7,2.2,105,POP
1956,38.3,17.2,5972,Eco-Friendly
1957,22.5,10.4,2435,POP
1958,6.2,2.6,187,POP
1959,7.2,3.4,208,Eco-Friendly
1960,9.3,4.0,416,Clay
1961,6.0,2.7,173,POP
1962,63.4,28.4,16411,Eco-Friendly
1963,6.0,2.7,171,POP
1964,27.7,12.7,3676,POP
1965,38.2,17.4,6999,POP
1966,7.8,3.8,247,Eco-Friendly
1967,5.1,2.5,127,Clay
1968,4.1,2.0,68,Eco-Friendly
1969,4.1,1.6,66,Eco-Friendly
1970,11.6,5.0,641,POP
1971,5.9,2.4,165,Clay
1972,37.5,16.6,5740,Eco-Friendly
1973,5.6,2.8,150,POP
1974,20.6,9.0,1728,Eco-Friendly
1975,12.9,5.7,679,Eco-Friendly
1976,9.6,4.0,443,POP
1977,17.4,7.7,1449,Clay
1978,20.6,9.1,1735,Eco-Friendly
1979,21.3,9.4,1844,Eco-Friendly
1980,5.5,2.7,146,POP
1981,21.6,9.7,2243,Clay
1982,24.5,11.3,2892,Synthetic
1983,18.2,8.3,1346,Eco-Friendly
1984,33.9,15.3,4690,Eco-Friendly
1985,8.7,3.7,311,Eco-Friendly
1986,22.5,9.9,2070,Eco-Friendly
1987,11.5,5.3,541,Eco-Friendly
1988,4.7,2.2,106,Clay
1989,42.2,19.0,8557,POP
1990,11.9,5.6,577,Eco-Friendly
1991,8.2,3.4,321,Clay
1992,29.6,13.5,3567,Eco-Friendly
1993,9.9,4.3,402,Eco-Friendly
1994,7.3,3.2,218,Eco-Friendly
1995,42.8,19.6,8806,Synthetic
1996,9.1,3.9,336,Eco-Friendly
1997,12.4,5.8,630,Eco-Friendly
1998,27.3,12.4,3031,Eco-Friendly
1999,9.0,3.8,390,Clay
2000,24.5,11.1,2872,POP
2001,12.5,5.5,749,Clay
2002,7.3,3.0,257,POP
2003,61.3,27.3,18035,Clay
2004,13.8,6.1,773,Eco-Friendly
2005,10.7,4.7,545,POP
2006,27.3,12.6,3590,Clay
2007,43.6,19.8,7753,Eco-Friendly
2008,36.5,16.5,6397,Clay
2009,35.6,15.8,6089,Synthetic
2010,28.6,12.8,3343,Eco-Friendly
2011,28.4,12.8,3294,Eco-Friendly
2012,6.0,2.5,171,POP
2013,10.8,4.8,562,Synthetic
2014,24.4,11.1,2425,Eco-Friendly
2015,5.9,2.9,141,Eco-Friendly
2016,23.7,10.4,2295,Eco-Friendly
2017,4.4,2.1,79,Eco-Friendly
2018,24.2,10.9,2807,POP
2019,6.7,2.8,213,Clay
2020,23.3,10.8,2220,Eco-Friendly
2021,39.3,17.7,7419,POP
2022,7.8,3.3,290,POP
2023,19.0,8.8,1473,Eco-Friendly
2024,8.3,3.6,333,POP
2025,35.5,15.9,5133,Eco-Friendly
2026,4.6,2.1,99,Clay
2027,20.1,8.8,1644,Eco-Friendly
2028,24.6,11.1,2910,Clay
2029,23.4,10.8,2618,Clay
2030,7.1,3.0,239,Synthetic
2031,23.1,10.6,2175,Eco-Friendly
2032,7.6,3.4,280,Synthetic
2033,10.5,4.7,446,Eco-Friendly
2034,28.2,12.6,3250,Eco-Friendly
2035,16.3,7.4,1279,POP
2036,5.3,2.4,137,Clay
2037,4.6,2.2,99,Clay
2038,6.9,3.1,228,POP
2039,15.1,6.5,1093,POP
2040,6.6,2.9,211,POP
2041,28.6,12.6,3934,Clay
2042,9.9,4.3,469,Synthetic
2043,14.6,6.3,1019,POP
2044,38.3,17.0,7029,POP
2045,17.7,7.9,1498,POP
2046,10.9,5.1,575,Clay
2047,41.0,18.4,6873,Eco-Friendly
2048,22.0,10.1,2314,Clay
2049,12.5,5.4,640,Eco-Friendly
2050,8.1,3.5,315,Clay
2051,14.5,6.4,861,Eco-Friendly
2052,46.0,20.5,10156,POP
2053,10.1,4.4,492,Clay
2054,43.4,19.7,7682,Eco-Friendly
2055,14.1,6.5,816,Eco-Friendly
2056,10.5,4.8,526,POP
2057,19.9,9.1,1908,Clay
2058,30.5,13.4,3786,Eco-Friendly
2059,15.0,6.5,913,Eco-Friendly
2060,22.3,10.2,2386,POP
2061,6.8,2.8,224,Clay
2062,34.3,15.2,4811,Eco-Friendly
2063,41.7,18.8,8335,POP
2064,5.9,2.6,142,Eco-Friendly
2065,11.9,5.5,681,Synthetic
2066,19.3,8.5,1783,Synthetic
2067,17.1,7.8,1395,Clay
2068,6.0,2.6,171,POP
2069,31.3,14.1,4007,Eco-Friendly
2070,13.0,5.8,689,Eco-Friendly
2071,4.9,2.0,113,Synthetic
2072,7.2,3.5,247,Clay
2073,4.2,1.6,70,Eco-Friendly
2074,7.7,3.4,286,Synthetic
2075,20.8,9.2,2068,Synthetic
2076,5.9,2.4,141,Eco-Friendly
2077,25.4,11.4,2640,Eco-Friendly
2078,6.1,2.8,150,Eco-Friendly
2079,25.0,11.4,2998,POP
2080,14.9,6.9,1061,Synthetic
2081,32.1,14.5,4943,POP
2082,17.0,7.4,1385,POP
2083,5.0,2.2,102,Eco-Friendly
2084,20.7,9.6,2055,Clay
2085,9.2,4.0,403,POP
2086,7.2,3.5,246,POP
2087,4.0,1.7,76,POP
2088,23.4,10.3,2627,Synthetic
2089,36.3,16.5,6307,Clay
2090,24.5,11.1,2449,Eco-Friendly
2091,5.8,2.9,159,POP
2092,7.3,3.2,215,Eco-Friendly
2093,14.3,6.7,838,Eco-Friendly
2094,12.8,5.9,668,Eco-Friendly
2095,68.0,30.5,22196,Synthetic
2096,22.6,10.4,2450,POP
2097,8.2,3.8,324,Clay
2098,4.4,1.8,79,Eco-Friendly
2099,20.9,9.1,1784,Eco-Friendly
2100,7.6,3.5,275,POP
2101,39.0,17.8,6218,Eco-Friendly
2102,20.6,9.0,2042,Synthetic
2103,49.0,22.1,11519,Clay
2104,4.0,2.0,76,Synthetic
2105,12.9,5.8,798,Clay
2106,19.5,8.9,1820,Clay
2107,41.1,18.6,6902,Eco-Friendly
2108,17.4,8.1,1458,POP
2109,14.6,6.7,1016,POP
2110,4.5,2.0,97,POP
2111,14.8,6.7,1058,Clay
2112,25.5,11.5,3116,POP
2113,36.3,16.2,5362,Eco-Friendly
2114,7.3,3.2,256,Clay
2115,17.7,8.0,1501,POP
2116,5.4,2.5,116,Eco-Friendly
2117,10.2,4.4,427,Eco-Friendly
2118,32.4,14.4,4278,Eco-Friendly
2119,14.7,6.3,1038,Synthetic
2120,22.2,9.7,2362,POP
2121,8.1,3.7,315,Clay
2122,31.9,14.1,4153,Eco-Friendly
2123,35.2,15.6,5049,Eco-Friendly
2124,14.5,6.5,1005,POP
2125,14.2,6.6,970,POP
2126,9.7,4.2,381,Eco-Friendly
2127,5.0,2.2,121,Clay
2128,12.3,5.5,617,Eco-Friendly
2129,35.1,15.7,5919,Clay
2130,6.1,2.5,177,Clay
2131,8.5,4.0,343,Clay
2132,5.8,2.5,160,Clay
2133,6.6,2.9,206,POP
2134,19.2,8.5,1507,Eco-Friendly
2135,25.7,11.8,3163,POP
2136,5.0,2.4,119,Clay
2137,10.3,4.4,428,Eco-Friendly
2138,61.9,27.8,18362,Clay
2139,4.5,2.1,96,Synthetic
2140,4.7,2.2,88,Eco-Friendly
2141,24.7,10.9,2478,Eco-Friendly
2142,36.9,16.4,6520,Clay
2143,21.5,9.6,2213,Synthetic
2144,10.3,4.8,435,Eco-Friendly
2145,32.6,14.6,5098,POP
2146,13.3,5.7,842,POP
2147,24.3,11.1,2825,Synthetic
2148,57.6,25.9,15945,POP
2149,5.2,2.4,130,POP
2150,25.6,11.5,2680,Eco-Friendly
2151,5.5,2.5,147,Synthetic
2152,15.4,7.0,969,Eco-Friendly
2153,11.0,4.9,494,Eco-Friendly
2154,35.0,16.0,5882,POP
2155,23.6,10.6,2270,Eco-Friendly
2156,30.3,13.8,4409,POP
2157,15.5,7.2,1146,Synthetic
2158,10.6,4.5,536,POP
2159,4.9,2.5,99,Eco-Friendly
2160,14.4,6.3,844,Eco-Friendly
2161,11.3,4.9,617,POP
2162,7.2,3.1,248,Clay
2163,9.7,4.3,383,Eco-Friendly
2164,29.4,13.3,3514,Eco-Friendly
2165,4.7,2.3,88,Eco-Friendly
2166,29.3,13.1,4121,POP
2167,6.8,3.3,223,Clay
2168,8.1,3.6,311,Clay
2169,8.7,4.1,367,Clay
2170,22.7,10.0,2472,POP
2171,68.7,31.1,19272,Eco-Friendly
2172,10.4,4.6,521,POP
2173,11.9,5.2,575,Eco-Friendly
2174,15.5,6.8,1157,POP
2175,22.1,9.8,2340,POP
2176,37.4,16.6,5700,Eco-Friendly
2177,23.1,10.4,2559,Synthetic
2178,32.6,14.7,5094,Clay
2179,24.7,11.2,2487,Eco-Friendly
2180,9.1,3.9,395,Clay
2181,38.0,17.1,6922,Synthetic
2182,14.6,6.8,1018,POP
2183,21.4,9.7,1872,Eco-Friendly
2184,18.3,8.4,1602,POP
2185,7.4,3.3,221,Eco-Friendly
2186,21.4,9.6,2201,Synthetic
2187,11.5,5.2,539,Eco-Friendly
2188,10.4,4.5,441,Eco-Friendly
2189,5.9,3.0,167,POP
2190,38.2,17.1,5955,Eco-Friendly
2191,18.7,8.1,1679,Clay
2192,39.6,18.1,6401,Eco-Friendly
2193,16.8,7.3,1150,Eco-Friendly
2194,14.0,6.5,795,Eco-Friendly
2195,10.1,4.3,486,Clay
2196,7.0,3.0,234,Clay
2197,13.9,6.0,932,Synthetic
2198,16.4,7.1,1292,POP
2199,12.3,5.3,724,Clay
2200,41.1,18.2,6875,Eco-Friendly
2201,15.6,7.2,1171,POP
2202,22.1,9.8,1997,Eco-Friendly
2203,6.8,3.2,187,Eco-Friendly
2204,33.2,15.1,5278,POP
2205,8.0,3.3,258,Eco-Friendly
2206,33.7,14.9,5463,POP
2207,20.7,9.5,1754,Eco-Friendly
2208,19.3,8.6,1515,Eco-Friendly
2209,7.3,3.5,215,Eco-Friendly
2210,14.3,6.4,986,Synthetic
2211,4.8,2.1,112,Clay
2212,33.8,15.3,5467,Clay
2213,8.1,3.7,270,Eco-Friendly
2214,26.4,11.7,2835,Eco-Friendly
2215,11.8,5.2,568,Eco-Friendly
2216,13.9,6.1,789,Eco-Friendly
2217,14.8,6.9,897,Eco-Friendly
2218,5.5,2.7,124,Eco-Friendly
2219,18.2,7.9,1592,POP
2220,32.2,14.5,4985,Clay
2221,65.8,29.7,20777,Clay
2222,8.4,3.8,287,Eco-Friendly
