pandal_id,vehicle_number,vehicle_type,length,width,number_of_wheels
1062,TS09CJ8919,Mini Truck,5.8,2.2,6
1063,TS10TO9810,Lorry,12.0,2.6,14
1064,TS07NG3207,Trailer,12.0,2.6,14
1065,TS11CK7034,Mini Truck,5.8,2.2,6
1066,TS09JZ7296,Truck,8.5,2.5,10
1067,TS08CQ2540,Tractor,5.8,2.2,6
1068,TS07XE3054,Mini Truck,4.8,1.9,4
1069,TS10DT7185,Mini Truck,4.8,1.9,4
1070,TS10NR4616,Mini Truck,5.8,2.2,6
1071,TS09ML8115,Mini Truck,4.8,1.9,4
1072,TS09ZC5892,Lorry,8.5,2.5,10
1073,TS08RR4746,Trailer,12.0,2.6,14
1074,TS11KG2040,Trailer,12.0,2.6,14
1075,TS09GS2381,Mini Truck,4.8,1.9,4
1076,TS08KY8440,Lorry,8.5,2.5,10
1077,TS08BF9228,Pickup Van,4.8,1.9,4
1078,TS07KC5195,Mini Truck,4.8,1.9,4
1079,TS08VF1773,Mini Truck,4.8,1.9,4
1080,TS11MD4517,Pickup Van,4.8,1.9,4
1081,TS10GI3848,Truck,8.5,2.5,10
1082,TS07KW3909,Pickup Van,4.8,1.9,4
1083,TS08MS7076,Lorry,8.5,2.5,10
1084,TS08WY7361,Lorry,12.0,2.6,14
1085,TS11XN5036,Trailer,12.0,2.6,14
1086,TS11UG8567,Truck,8.5,2.5,10
1087,TS10XI4407,Lorry,12.0,2.6,14
1088,TS08GT2783,Tractor,5.8,2.2,6
1089,TS07TN8397,Lorry,8.5,2.5,10
1090,TS08HI5454,Truck,8.5,2.5,10
1091,TS11GB2210,Hydraulic Vehicle,14.5,2.8,16
1092,TS10RB2185,Tractor,5.8,2.2,6
1093,TS10SD4365,Pickup Van,4.8,1.9,4
1094,TS09CD3171,Lorry,12.0,2.6,14
1095,TS08RZ2305,Lorry,12.0,2.6,14
1096,TS07NT8099,Mini Truck,4.8,1.9,4
1097,TS11QL7978,Mini Truck,5.8,2.2,6
1098,TS10UX2415,Mini Truck,4.8,1.9,4
1099,TS07ZW9387,Mini Truck,4.8,1.9,4
1100,TS11XD2994,Mini Truck,4.8,1.9,4
1101,TS09CB5390,Tractor,5.8,2.2,6
1102,TS09DU6888,Truck,8.5,2.5,10
1103,TS08ZY9364,Pickup Van,4.8,1.9,4
1104,TS08OR2890,Mini Truck,4.8,1.9,4
1105,TS11SJ1341,Lorry,8.5,2.5,10
1106,TS10OH4826,Mini Truck,5.8,2.2,6
1107,TS08PX7528,Pickup Van,4.8,1.9,4
1108,TS11AY1522,Lorry,12.0,2.6,14
1109,TS07FI3695,Tractor,5.8,2.2,6
1110,TS08BI1331,Lorry,12.0,2.6,14
1111,TS07LV4944,Mini Truck,4.8,1.9,4
1112,TS07FE1738,Tractor,5.8,2.2,6
1113,TS10EF6578,Mini Truck,4.8,1.9,4
1114,TS08CM8679,Tractor,5.8,2.2,6
1115,TS10WN6570,Trailer,12.0,2.6,14
1116,TS08CV2865,Truck,8.5,2.5,10
1117,TS11LN4615,Lorry,12.0,2.6,14
1118,TS09NL9228,Lorry,12.0,2.6,14
1119,TS07YI1496,Lorry,12.0,2.6,14
1120,TS10KY7322,Mini Truck,5.8,2.2,6
1121,TS11NK7276,Tractor,5.8,2.2,6
1122,TS08CE2806,Truck,8.5,2.5,10
1123,TS11JW1850,Lorry,12.0,2.6,14
1124,TS10PM8295,Lorry,8.5,2.5,10
1125,TS08MI9898,Trailer,12.0,2.6,14
1126,TS09TJ8124,Lorry,8.5,2.5,10
1127,TS09JM2797,Lorry,12.0,2.6,14
1128,TS07LM7307,Pickup Van,4.8,1.9,4
1129,TS11KM5617,Pickup Van,4.8,1.9,4
1130,TS10CD6993,Truck,8.5,2.5,10
1131,TS09RG7142,Mini Truck,5.8,2.2,6
1132,TS10YW8896,Trailer,12.0,2.6,14
1133,TS10YM8045,Mini Truck,5.8,2.2,6
1134,TS08XA8482,Mini Truck,5.8,2.2,6
1135,TS08AY2007,Lorry,8.5,2.5,10
1136,TS11ZW7999,Trailer,12.0,2.6,14
1137,TS07TW7007,Tractor,5.8,2.2,6
1138,TS10AL5661,Truck,8.5,2.5,10
1139,TS08ML4423,Mini Truck,5.8,2.2,6
1140,TS09MH9279,Mini Truck,4.8,1.9,4
1141,TS09SF9160,Trailer,12.0,2.6,14
1142,TS08PD7564,Lorry,8.5,2.5,10
1143,TS11TS4846,Pickup Van,4.8,1.9,4
1144,TS11XH1808,Lorry,12.0,2.6,14
1145,TS10WI8503,Tractor,5.8,2.2,6
1146,TS08DR3044,Trailer,12.0,2.6,14
1147,TS11RZ4551,Tractor,5.8,2.2,6
1148,TS11WQ1183,Mini Truck,4.8,1.9,4
1149,TS09TP8868,Lorry,12.0,2.6,14
1150,TS09PR4087,Mini Truck,4.8,1.9,4
1151,TS09IT3964,Pickup Van,4.8,1.9,4
1152,TS07PI3800,Mini Truck,5.8,2.2,6
1153,TS08ZI3830,Mini Truck,4.8,1.9,4
1154,TS11LN9127,Trailer,12.0,2.6,14
1155,TS09QG5860,Trailer,12.0,2.6,14
1156,TS11PA9321,Mini Truck,4.8,1.9,4
1157,TS09XB3865,Tractor,5.8,2.2,6
1158,TS09UZ6658,Trailer,12.0,2.6,14
1159,TS08CE8602,Hydraulic Vehicle,14.5,2.8,16
1160,TS09FO5328,Lorry,8.5,2.5,10
1161,TS10BZ2324,Tractor,5.8,2.2,6
1162,TS08HO5098,Mini Truck,5.8,2.2,6
1163,TS10FA1970,Pickup Van,4.8,1.9,4
1164,TS10HV2637,Pickup Van,4.8,1.9,4
1165,TS09BV3371,Mini Truck,5.8,2.2,6
1166,TS09HN7103,Truck,8.5,2.5,10
1167,TS10ZK2052,Trailer,12.0,2.6,14
1168,TS08VO8129,Pickup Van,4.8,1.9,4
1169,TS08YU7181,Mini Truck,5.8,2.2,6
1170,TS11YX4370,Pickup Van,4.8,1.9,4
1171,TS07YK2640,Trailer,12.0,2.6,14
1172,TS10HN1148,Truck,8.5,2.5,10
1173,TS07LE2323,Mini Truck,5.8,2.2,6
1174,TS07YD2318,Pickup Van,4.8,1.9,4
1175,TS11QN3316,Mini Truck,4.8,1.9,4
1176,TS08XE4562,Mini Truck,4.8,1.9,4
1177,TS07LF5841,Mini Truck,5.8,2.2,6
1178,TS11RY4790,Truck,8.5,2.5,10
1179,TS10KT4654,Truck,8.5,2.5,10
1180,TS10WS7561,Mini Truck,5.8,2.2,6
1181,TS07DI9950,Mini Truck,5.8,2.2,6
1182,TS08DF8552,Mini Truck,5.8,2.2,6
1183,TS07DY4394,Mini Truck,5.8,2.2,6
1184,TS07JW1922,Lorry,8.5,2.5,10
1185,TS08KY6603,Mini Truck,4.8,1.9,4
1186,TS11MH5278,Lorry,8.5,2.5,10
1187,TS11NW6011,Lorry,8.5,2.5,10
1188,TS11CC4378,Mini Truck,5.8,2.2,6
1189,TS07NV5024,Lorry,8.5,2.5,10
1190,TS07WT6040,Mini Truck,4.8,1.9,4
1191,TS07KJ3199,Mini Truck,5.8,2.2,6
1192,TS07UF4962,Truck,8.5,2.5,10
1193,TS11VA4776,Pickup Van,4.8,1.9,4
1194,TS08PL2679,Mini Truck,5.8,2.2,6
1195,TS08KA6691,Mini Truck,5.8,2.2,6
1196,TS10MK1734,Mini Truck,5.8,2.2,6
1197,TS11RT5230,Lorry,8.5,2.5,10
1198,TS10DK7425,Pickup Van,4.8,1.9,4
1199,TS11QK1305,Mini Truck,4.8,1.9,4
1200,TS11SF6425,Trailer,12.0,2.6,14
1201,TS08QU5710,Hydraulic Vehicle,14.5,2.8,16
1202,TS07YJ9252,Truck,8.5,2.5,10
1203,TS11IM9334,Mini Truck,4.8,1.9,4
1204,TS09OO8012,Trailer,12.0,2.6,14
1205,TS09UH5673,Hydraulic Vehicle,14.5,2.8,16
1206,TS10NO6811,Hydraulic Vehicle,14.5,2.8,16
1207,TS07ZN7104,Truck,8.5,2.5,10
1208,TS07BI8641,Trailer,12.0,2.6,14
1209,TS07RD6214,Lorry,8.5,2.5,10
1210,TS10VU7281,Tractor,5.8,2.2,6
1211,TS10NJ1284,Pickup Van,4.8,1.9,4
1212,TS09OX9197,Mini Truck,5.8,2.2,6
1213,TS10PJ2564,Trailer,12.0,2.6,14
1214,TS08WD9011,Hydraulic Vehicle,14.5,2.8,16
1215,TS09YT3913,Lorry,12.0,2.6,14
1216,TS11FJ3572,Lorry,12.0,2.6,14
1217,TS07JX7579,Mini Truck,5.8,2.2,6
1218,TS11XN6907,Mini Truck,5.8,2.2,6
1219,TS07NJ2344,Mini Truck,4.8,1.9,4
1220,TS08VC9179,Mini Truck,5.8,2.2,6
1221,TS08VZ6762,Truck,8.5,2.5,10
1222,TS07ET6728,Lorry,8.5,2.5,10
1223,TS09AN6875,Pickup Van,4.8,1.9,4
1224,TS07MK6806,Tractor,5.8,2.2,6
1225,TS07DZ4170,Lorry,12.0,2.6,14
1226,TS08RF5748,Mini Truck,4.8,1.9,4
1227,TS08UB6429,Hydraulic Vehicle,14.5,2.8,16
1228,TS08QF9790,Truck,8.5,2.5,10
1229,TS11HP5404,Tractor,5.8,2.2,6
1230,TS07WU5769,Tractor,5.8,2.2,6
1231,TS09YU8140,Lorry,8.5,2.5,10
1232,TS09SP3543,Mini Truck,5.8,2.2,6
1233,TS11BI1132,Lorry,8.5,2.5,10
1234,TS09HS3527,Tractor,5.8,2.2,6
1235,TS11LN8281,Truck,8.5,2.5,10
1236,TS07FM3988,Tractor,5.8,2.2,6
1237,TS07ES5543,Trailer,12.0,2.6,14
1238,TS10YK1601,Tractor,5.8,2.2,6
1239,TS11IY1880,Lorry,12.0,2.6,14
1240,TS08VC5299,Tractor,5.8,2.2,6
1241,TS11VK3484,Trailer,12.0,2.6,14
1242,TS07EZ9698,Lorry,12.0,2.6,14
1243,TS10VS9014,Tractor,5.8,2.2,6
1244,TS07OL1511,Mini Truck,4.8,1.9,4
1245,TS09SZ4872,Lorry,8.5,2.5,10
1246,TS09YC4500,Pickup Van,4.8,1.9,4
1247,TS11NO2024,Mini Truck,5.8,2.2,6
1248,TS08VN4887,Hydraulic Vehicle,14.5,2.8,16
1249,TS10CD9015,Pickup Van,4.8,1.9,4
1250,TS11DZ9721,Lorry,8.5,2.5,10
1251,TS10CI7258,Mini Truck,5.8,2.2,6
1252,TS11PY7469,Lorry,12.0,2.6,14
1253,TS10FD9175,Mini Truck,4.8,1.9,4
1254,TS10JD2365,Lorry,8.5,2.5,10
1255,TS07DR2132,Pickup Van,4.8,1.9,4
1256,TS08MZ1056,Lorry,8.5,2.5,10
1257,TS07NL8350,Tractor,5.8,2.2,6
1258,TS08CS6413,Mini Truck,5.8,2.2,6
1259,TS10QO1933,Truck,8.5,2.5,10
1260,TS10VN1993,Tractor,5.8,2.2,6
1261,TS10IK2905,Mini Truck,4.8,1.9,4
1262,TS07OT6896,Trailer,12.0,2.6,14
1263,TS10VS4442,Tractor,5.8,2.2,6
1264,TS08QE7713,Mini Truck,5.8,2.2,6
1265,TS10CV2399,Mini Truck,4.8,1.9,4
1266,TS08TS4764,Pickup Van,4.8,1.9,4
1267,TS11MK3303,Truck,8.5,2.5,10
1268,TS07SU9524,Lorry,8.5,2.5,10
1269,TS11MA3956,Tractor,5.8,2.2,6
1270,TS08QP4325,Tractor,5.8,2.2,6
1271,TS10AA6311,Pickup Van,4.8,1.9,4
1272,TS11PT3252,Lorry,12.0,2.6,14
1273,TS11YK5789,Trailer,12.0,2.6,14
1274,TS10PC5389,Mini Truck,5.8,2.2,6
1275,TS11ER6780,Pickup Van,4.8,1.9,4
1276,TS07NG8268,Tractor,5.8,2.2,6
1277,TS08LT2306,Trailer,12.0,2.6,14
1278,TS11OQ9116,Mini Truck,5.8,2.2,6
1279,TS09EJ8715,Truck,8.5,2.5,10
1280,TS09TE1541,Mini Truck,5.8,2.2,6
1281,TS08MJ2078,Lorry,12.0,2.6,14
1282,TS11RU4970,Tractor,5.8,2.2,6
1283,TS09AB4322,Lorry,8.5,2.5,10
1284,TS07WJ3884,Mini Truck,4.8,1.9,4
1285,TS11AI6234,Hydraulic Vehicle,14.5,2.8,16
1286,TS10HI6576,Pickup Van,4.8,1.9,4
1287,TS08LB6311,Pickup Van,4.8,1.9,4
1288,TS08UV5901,Truck,8.5,2.5,10
1289,TS08XW6080,Trailer,12.0,2.6,14
1290,TS08AZ8054,Pickup Van,4.8,1.9,4
1291,TS09EB6151,Mini Truck,5.8,2.2,6
1292,TS07BX4547,Pickup Van,4.8,1.9,4
1293,TS10TB6742,Tractor,5.8,2.2,6
1294,TS08UG8505,Truck,8.5,2.5,10
1295,TS11RG7744,Mini Truck,4.8,1.9,4
1296,TS09NB6752,Lorry,12.0,2.6,14
1297,TS10WP8898,Trailer,12.0,2.6,14
1298,TS07EL5752,Pickup Van,4.8,1.9,4
1299,TS10DM4515,Mini Truck,4.8,1.9,4
1300,TS07OS7762,Hydraulic Vehicle,14.5,2.8,16
1301,TS08HB3124,Truck,8.5,2.5,10
1302,TS11AK2137,Lorry,12.0,2.6,14
1303,TS09EP7404,Mini Truck,5.8,2.2,6
1304,TS08OC5918,Pickup Van,4.8,1.9,4
1305,TS07AI8441,Lorry,8.5,2.5,10
1306,TS07HI2286,Mini Truck,5.8,2.2,6
1307,TS10BQ6917,Mini Truck,5.8,2.2,6
1308,TS09PE3498,Mini Truck,4.8,1.9,4
1309,TS08MX5733,Mini Truck,5.8,2.2,6
1310,TS07VB2330,Mini Truck,4.8,1.9,4
1311,TS11JR7202,Hydraulic Vehicle,14.5,2.8,16
1312,TS11JT4232,Lorry,12.0,2.6,14
1313,TS09CZ6843,Pickup Van,4.8,1.9,4
1314,TS09HA1907,Mini Truck,5.8,2.2,6
1315,TS08IQ9115,Hydraulic Vehicle,14.5,2.8,16
1316,TS08IS4289,Truck,8.5,2.5,10
1317,TS09AM4079,Pickup Van,4.8,1.9,4
1318,TS10XS3472,Truck,8.5,2.5,10
1319,TS08RI5134,Tractor,5.8,2.2,6
1320,TS08CB5320,Trailer,12.0,2.6,14
1321,TS08AN4495,Pickup Van,4.8,1.9,4
1322,TS10QG6191,Lorry,8.5,2.5,10
1323,TS08MT4938,Mini Truck,4.8,1.9,4
1324,TS11DD2218,Mini Truck,5.8,2.2,6
1325,TS11PT1854,Lorry,8.5,2.5,10
1326,TS07RZ1109,Pickup Van,4.8,1.9,4
1327,TS09XO5414,Truck,8.5,2.5,10
1328,TS08AZ1236,Mini Truck,4.8,1.9,4
1329,TS07FU8231,Hydraulic Vehicle,14.5,2.8,16
1330,TS10TW8043,Mini Truck,5.8,2.2,6
1331,TS10FG1780,Lorry,8.5,2.5,10
1332,TS10YS3319,Mini Truck,5.8,2.2,6
1333,TS09CA7382,Trailer,12.0,2.6,14
1334,TS11EJ2571,Mini Truck,4.8,1.9,4
1335,TS11BK9244,Mini Truck,5.8,2.2,6
1336,TS07KY3607,Truck,8.5,2.5,10
1337,TS11PD9905,Hydraulic Vehicle,14.5,2.8,16
1338,TS10KO9125,Tractor,5.8,2.2,6
1339,TS11SO1638,Mini Truck,4.8,1.9,4
1340,TS07VP5600,Mini Truck,5.8,2.2,6
1341,TS11QV6779,Lorry,12.0,2.6,14
1342,TS08PS5662,Pickup Van,4.8,1.9,4
1343,TS09YO6810,Mini Truck,4.8,1.9,4
1344,TS10KN2180,Tractor,5.8,2.2,6
1345,TS07PQ9758,Lorry,12.0,2.6,14
1346,TS10KG3598,Truck,8.5,2.5,10
1347,TS07SH6848,Tractor,5.8,2.2,6
1348,TS08DR5084,Lorry,8.5,2.5,10
1349,TS09NR6778,Lorry,8.5,2.5,10
1350,TS08PN4140,Tractor,5.8,2.2,6
1351,TS07MD8502,Mini Truck,4.8,1.9,4
1352,TS10FX2210,Tractor,5.8,2.2,6
1353,TS08NB1911,Mini Truck,4.8,1.9,4
1354,TS08EF9495,Truck,8.5,2.5,10
1355,TS07UN5346,Mini Truck,5.8,2.2,6
1356,TS10KP8669,Pickup Van,4.8,1.9,4
1357,TS10VX2166,Truck,8.5,2.5,10
1358,TS10SL2050,Mini Truck,4.8,1.9,4
1359,TS11OA2941,Mini Truck,4.8,1.9,4
1360,TS10TM8422,Mini Truck,4.8,1.9,4
1361,TS07LB3434,Lorry,8.5,2.5,10
1362,TS09TX8394,Tractor,5.8,2.2,6
1363,TS07ZZ7002,Pickup Van,4.8,1.9,4
1364,TS09PY2448,Mini Truck,4.8,1.9,4
1365,TS09IK1439,Lorry,12.0,2.6,14
1366,TS10QT6267,Hydraulic Vehicle,14.5,2.8,16
1367,TS08LT9115,Lorry,12.0,2.6,14
1368,TS10JM1080,Tractor,5.8,2.2,6
1369,TS08TF7943,Pickup Van,4.8,1.9,4
1370,TS08IA2893,Tractor,5.8,2.2,6
1371,TS08QT1445,Hydraulic Vehicle,14.5,2.8,16
1372,TS08BZ8624,Lorry,8.5,2.5,10
1373,TS07RN3653,Mini Truck,4.8,1.9,4
1374,TS07KW5895,Lorry,12.0,2.6,14
1375,TS10SB6178,Pickup Van,4.8,1.9,4
1376,TS11RR8541,Pickup Van,4.8,1.9,4
1377,TS08PE9670,Mini Truck,5.8,2.2,6
1378,TS09YY7033,Truck,8.5,2.5,10
1379,TS08YO4614,Tractor,5.8,2.2,6
1380,TS10UB5803,Mini Truck,5.8,2.2,6
1381,TS09IQ5334,Trailer,12.0,2.6,14
1382,TS11IK5571,Mini Truck,4.8,1.9,4
1383,TS07YM3355,Truck,8.5,2.5,10
1384,TS07EU8370,Tractor,5.8,2.2,6
1385,TS09KU4932,Lorry,8.5,2.5,10
1386,TS07OV9676,Truck,8.5,2.5,10
1387,TS10UM5293,Pickup Van,4.8,1.9,4
1388,TS11GY8151,Trailer,12.0,2.6,14
1389,TS10TI2450,Truck,8.5,2.5,10
1390,TS08TY8084,Lorry,8.5,2.5,10
1391,TS09SJ1563,Mini Truck,5.8,2.2,6
1392,TS07VG4148,Truck,8.5,2.5,10
1393,TS11DQ8850,Lorry,12.0,2.6,14
1394,TS11PY7403,Hydraulic Vehicle,14.5,2.8,16
1395,TS09YW8200,Lorry,12.0,2.6,14
1396,TS08YH4574,Trailer,12.0,2.6,14
1397,TS07ZY7655,Pickup Van,4.8,1.9,4
1398,TS11KR3316,Trailer,12.0,2.6,14
1399,TS11RG9975,Truck,8.5,2.5,10
1400,TS10WI2609,Tractor,5.8,2.2,6
1401,TS07XY5413,Mini Truck,5.8,2.2,6
1402,TS07CQ3726,Mini Truck,5.8,2.2,6
1403,TS07IZ1447,Lorry,12.0,2.6,14
1404,TS10YE4613,Mini Truck,4.8,1.9,4
1405,TS11GI1481,Lorry,8.5,2.5,10
1406,TS07AW7880,Truck,8.5,2.5,10
1407,TS09NE8776,Mini Truck,5.8,2.2,6
1408,TS08KV2925,Lorry,8.5,2.5,10
1409,TS09OM2227,Truck,8.5,2.5,10
1410,TS08VR8731,Truck,8.5,2.5,10
1411,TS07VQ5548,Mini Truck,5.8,2.2,6
1412,TS08XY5947,Mini Truck,4.8,1.9,4
1413,TS08KH3827,Hydraulic Vehicle,14.5,2.8,16
1414,TS09XG9999,Truck,8.5,2.5,10
1415,TS08PQ1995,Pickup Van,4.8,1.9,4
1416,TS09RO7707,Mini Truck,5.8,2.2,6
1417,TS10SI9165,Pickup Van,4.8,1.9,4
1418,TS08LO4648,Mini Truck,4.8,1.9,4
1419,TS10XP7030,Mini Truck,5.8,2.2,6
1420,TS09EE9729,Mini Truck,4.8,1.9,4
1421,TS07AR6114,Pickup Van,4.8,1.9,4
1422,TS09UP9969,Tractor,5.8,2.2,6
1423,TS09JJ3360,Tractor,5.8,2.2,6
1424,TS11RG1622,Mini Truck,5.8,2.2,6
1425,TS07VV1489,Tractor,5.8,2.2,6
1426,TS11SL2458,Mini Truck,4.8,1.9,4
1427,TS11JA4294,Mini Truck,4.8,1.9,4
1428,TS10VM4628,Pickup Van,4.8,1.9,4
1429,TS11DB1170,Tractor,5.8,2.2,6
1430,TS09CP8057,Lorry,8.5,2.5,10
1431,TS11JI9089,Lorry,8.5,2.5,10
1432,TS10RZ5963,Tractor,5.8,2.2,6
1433,TS07EH1738,Tractor,5.8,2.2,6
1434,TS07HQ8403,Pickup Van,4.8,1.9,4
1435,TS07NC4051,Tractor,5.8,2.2,6
1436,TS11TH4520,Mini Truck,4.8,1.9,4
1437,TS07FJ6796,Pickup Van,4.8,1.9,4
1438,TS11NR8176,Mini Truck,5.8,2.2,6
1439,TS07ES4604,Lorry,12.0,2.6,14
1440,TS11RL7313,Trailer,12.0,2.6,14
1441,TS09PV2528,Lorry,8.5,2.5,10
1442,TS11XE1975,Mini Truck,4.8,1.9,4
1443,TS09LA6632,Lorry,8.5,2.5,10
1444,TS07IB4868,Lorry,12.0,2.6,14
1445,TS11UB8980,Mini Truck,5.8,2.2,6
1446,TS11ZL4198,Tractor,5.8,2.2,6
1447,TS11ZO7358,Hydraulic Vehicle,14.5,2.8,16
1448,TS09MF9153,Mini Truck,5.8,2.2,6
1449,TS11KX9560,Tractor,5.8,2.2,6
1450,TS07KT4767,Lorry,8.5,2.5,10
1451,TS11ZP9388,Lorry,12.0,2.6,14
1452,TS10TS9471,Mini Truck,5.8,2.2,6
1453,TS10JY6682,Trailer,12.0,2.6,14
1454,TS07CO9624,Mini Truck,4.8,1.9,4
1455,TS11ER9945,Tractor,5.8,2.2,6
1456,TS07VU1564,Pickup Van,4.8,1.9,4
1457,TS10JI4354,Lorry,8.5,2.5,10
1458,TS07YB4375,Trailer,12.0,2.6,14
1459,TS09SS3514,Mini Truck,5.8,2.2,6
1460,TS10AJ8380,Mini Truck,4.8,1.9,4
1461,TS10YL7589,Mini Truck,5.8,2.2,6
1462,TS10RZ5285,Trailer,12.0,2.6,14
1463,TS11LH2548,Lorry,8.5,2.5,10
1464,TS07AM4850,Hydraulic Vehicle,14.5,2.8,16
1465,TS11IF2200,Lorry,8.5,2.5,10
1466,TS09ZR7965,Tractor,5.8,2.2,6
1467,TS11TA9028,Pickup Van,4.8,1.9,4
1468,TS11TA2425,Mini Truck,5.8,2.2,6
1469,TS11VA7249,Hydraulic Vehicle,14.5,2.8,16
1470,TS11ZM8189,Mini Truck,5.8,2.2,6
1471,TS09VT2570,Mini Truck,5.8,2.2,6
1472,TS11KV8770,Trailer,12.0,2.6,14
1473,TS10ZY6745,Mini Truck,4.8,1.9,4
1474,TS07WU3125,Tractor,5.8,2.2,6
1475,TS09IR1533,Mini Truck,5.8,2.2,6
1476,TS09ZY1478,Hydraulic Vehicle,14.5,2.8,16
1477,TS11NG4311,Mini Truck,5.8,2.2,6
1478,TS09TE1879,Trailer,12.0,2.6,14
1479,TS08QG4867,Lorry,8.5,2.5,10
1480,TS10QP6474,Mini Truck,5.8,2.2,6
1481,TS09TU9534,Mini Truck,4.8,1.9,4
1482,TS07NI1668,Lorry,8.5,2.5,10
1483,TS09IT3118,Tractor,5.8,2.2,6
1484,TS09IB6168,Lorry,8.5,2.5,10
1485,TS07ET7589,Mini Truck,4.8,1.9,4
1486,TS10GF1421,Trailer,12.0,2.6,14
1487,TS07JQ3038,Lorry,8.5,2.5,10
1488,TS09HQ2719,Truck,8.5,2.5,10
1489,TS10YQ9617,Mini Truck,4.8,1.9,4
1490,TS11XD6330,Pickup Van,4.8,1.9,4
1491,TS11QC2015,Truck,8.5,2.5,10
1492,TS11ZZ5068,Mini Truck,4.8,1.9,4
1493,TS08GV6585,Lorry,12.0,2.6,14
1494,TS10EV8908,Mini Truck,5.8,2.2,6
1495,TS11KL8129,Lorry,8.5,2.5,10
1496,TS07QN1832,Lorry,8.5,2.5,10
1497,TS07VV7885,Mini Truck,5.8,2.2,6
1498,TS07FM5670,Mini Truck,4.8,1.9,4
1499,TS11JJ8369,Truck,8.5,2.5,10
1500,TS09PI3439,Hydraulic Vehicle,14.5,2.8,16
1501,TS09TS3765,Tractor,5.8,2.2,6
1502,TS07EU7207,Mini Truck,5.8,2.2,6
1503,TS10RP3250,Truck,8.5,2.5,10
1504,TS07IZ6401,Lorry,8.5,2.5,10
1505,TS08MU8847,Mini Truck,4.8,1.9,4
1506,TS09EC9357,Truck,8.5,2.5,10
1507,TS11KB9903,Truck,8.5,2.5,10
1508,TS11DA7589,Truck,8.5,2.5,10
1509,TS09EP1310,Lorry,8.5,2.5,10
1510,TS07TY3509,Pickup Van,4.8,1.9,4
1511,TS07FN7962,Lorry,8.5,2.5,10
1512,TS07VH7638,Tractor,5.8,2.2,6
1513,TS07WQ2496,Mini Truck,5.8,2.2,6
1514,TS09PB8247,Lorry,8.5,2.5,10
1515,TS07KW5993,Pickup Van,4.8,1.9,4
1516,TS07SR5617,Truck,8.5,2.5,10
1517,TS08US8711,Truck,8.5,2.5,10
1518,TS09SC7200,Truck,8.5,2.5,10
1519,TS11GL8652,Trailer,12.0,2.6,14
1520,TS08UV7275,Mini Truck,5.8,2.2,6
1521,TS10BB4216,Lorry,12.0,2.6,14
1522,TS07DS6502,Lorry,8.5,2.5,10
1523,TS09MH8529,Mini Truck,4.8,1.9,4
1524,TS09QO5622,Truck,8.5,2.5,10
1525,TS07CT4279,Truck,8.5,2.5,10
1526,TS08YR8837,Pickup Van,4.8,1.9,4
1527,TS09PQ3029,Lorry,8.5,2.5,10
1528,TS09AZ5002,Tractor,5.8,2.2,6
1529,TS09UK4381,Pickup Van,4.8,1.9,4
1530,TS10UL7843,Pickup Van,4.8,1.9,4
1531,TS09ZD1990,Lorry,8.5,2.5,10
1532,TS08EY5020,Tractor,5.8,2.2,6
1533,TS10FJ6477,Tractor,5.8,2.2,6
1534,TS09HI7306,Mini Truck,5.8,2.2,6
1535,TS11YL2775,Lorry,12.0,2.6,14
1536,TS07QX6501,Tractor,5.8,2.2,6
1537,TS11FS1975,Mini Truck,5.8,2.2,6
1538,TS07YC4545,Tractor,5.8,2.2,6
1539,TS09NT9244,Lorry,12.0,2.6,14
1540,TS09GZ3449,Tractor,5.8,2.2,6
1541,TS09MF7439,Mini Truck,5.8,2.2,6
1542,TS07JY3205,Lorry,8.5,2.5,10
1543,TS10UK3924,Mini Truck,5.8,2.2,6
1544,TS10XZ9713,Trailer,12.0,2.6,14
1545,TS08YO9999,Pickup Van,4.8,1.9,4
1546,TS07UG6222,Lorry,12.0,2.6,14
1547,TS10MQ7818,Lorry,8.5,2.5,10
1548,TS08GW1566,Mini Truck,4.8,1.9,4
1549,TS10YL1160,Mini Truck,5.8,2.2,6
1550,TS08QC8231,Lorry,12.0,2.6,14
1551,TS08YP4562,Tractor,5.8,2.2,6
1552,TS08RD9346,Lorry,8.5,2.5,10
1553,TS10CN8710,Pickup Van,4.8,1.9,4
1554,TS08DB7739,Truck,8.5,2.5,10
1555,TS08TL7934,Trailer,12.0,2.6,14
1556,TS08QP8613,Tractor,5.8,2.2,6
1557,TS09KX9213,Mini Truck,5.8,2.2,6
1558,TS09PZ6226,Truck,8.5,2.5,10
1559,TS09AN4733,Lorry,8.5,2.5,10
1560,TS09IJ1590,Tractor,5.8,2.2,6
1561,TS11JP2114,Lorry,12.0,2.6,14
1562,TS10EY5789,Tractor,5.8,2.2,6
1563,TS07WJ5812,Pickup Van,4.8,1.9,4
1564,TS11DZ8602,Truck,8.5,2.5,10
1565,TS08HC5330,Mini Truck,4.8,1.9,4
1566,TS10JA6416,Mini Truck,5.8,2.2,6
1567,TS08XM4340,Pickup Van,4.8,1.9,4
1568,TS07ND6122,Lorry,8.5,2.5,10
1569,TS09TS6094,Lorry,8.5,2.5,10
1570,TS10WV9330,Mini Truck,4.8,1.9,4
1571,TS09ZS5018,Tractor,5.8,2.2,6
1572,TS10SH6761,Tractor,5.8,2.2,6
1573,TS08UX5143,Mini Truck,4.8,1.9,4
1574,TS08VU9331,Mini Truck,5.8,2.2,6
